,ID, Media,Link,food type
328,812598704351756288,Santa s working harder than usual this year. Find out what s going on     #mybreak https://t.co/8WicxIejly https://t.co/HL7T8Pd9WP,http://pbs.twimg.com/amplify_video_thumb/811570246490300416/img/rPilFeh3XXaLqr0Q.jpg,Seafood
329,812236328410587136,Santa swaps his sack of presents for a rubbish bag. Find out why    #mybreak https://t.co/8WicxIejly https://t.co/x3sMzxfTCe,http://pbs.twimg.com/amplify_video_thumb/811975397902467073/img/9lstwgBGGnClZh2d.jpg,Soup
330,811937861012492288,Mop the halls with soapy water tra la la la la  see what Santa got up to next    #mybreak https://t.co/8WicxHWIu0 https://t.co/EOdv6QKYMW,http://pbs.twimg.com/amplify_video_thumb/811937310182764544/img/2gOt0U7IY_15cVg_.jpg,Meat
331,811873957037174784,  Breakin  around the Christmas tree!   Have a happy holiday break everyone! #mybreak https://t.co/PLiCqRxaKa,http://pbs.twimg.com/media/C0RbDztWQAEc--J.jpg,Seafood
335,811240582374899712,Break Claus is only here for one more hour to hear your #workbreak wish!  Reply with yours now!   #mybreak https://t.co/JU2triXdsL,http://pbs.twimg.com/tweet_video_thumb/C0Ia7jrXcAEVDbd.jpg,Seafood
341,811172143358689280,Share your #workbreak wish with Break Claus today! He ll be online from 1-5pm GMT. Ho. Ho. Ho.   #mybreak https://t.co/CGre86wyl4,http://pbs.twimg.com/tweet_video_thumb/C0HcjeyWIAAo_ew.jpg,Dessert
342,810795662270836736,Make sure you chill out and #HaveABreak these holidays! #mybreak https://t.co/8YX1XD2kDk,http://pbs.twimg.com/tweet_video_thumb/C0CDF7pXUAQiBa5.jpg,Bread
344,809371242553708544,You can crumb but you can t hide from #mybreak. Who would you share with? #WorldCupcakeDay https://t.co/whunVK2qYH,http://pbs.twimg.com/tweet_video_thumb/Czt13aBVEAEE32X.jpg,Seafood
346,808620008917987328,The never ending break. #mybreak https://t.co/yO4QTkkIMg,http://pbs.twimg.com/amplify_video_thumb/808618741529387008/img/0KWXUJmN6Di-k3kJ.jpg,Egg
347,808258347808018432,Come into our humble abode Hansel &amp; Gretel  your break is waiting for you! #mybreak #GingerbreadHouseDay https://t.co/r9szaTRxDw,http://pbs.twimg.com/media/Czd7a2GWgAES-vP.jpg,Egg
349,806808101080821760,Levitate #mybreak! https://t.co/hP6gQeEPb1,http://pbs.twimg.com/amplify_video_thumb/806804506411290624/img/SsI7kHuTJTqDJf04.jpg,Dessert
350,805721008191717376,Abracadabra alakazam! Make #mybreak appear as fast as you can! https://t.co/f5echB1wFL,http://pbs.twimg.com/amplify_video_thumb/805718323107229696/img/UCV2_C7I1qrJfGJd.jpg,Egg
352,804263850883371008,Magic is something you make  KITKAT is something you break. #mybreak https://t.co/pImuJRliB8,http://pbs.twimg.com/amplify_video_thumb/804261077244461056/img/AIfMu-bCB_2TBNPp.jpg,Egg
353,803191933698973696,Fingers at the ready for #CyberMonday! Keep calm and #HaveABreak! #mybreak https://t.co/iOEBW8jcje,http://pbs.twimg.com/tweet_video_thumb/CyWA0-MWQAAryFb.jpg,Soup
354,803176779997323264,Breaks are better shared. #mybreak https://t.co/6WXowJH35O,http://pbs.twimg.com/amplify_video_thumb/803174008531353600/img/f4_jwqTOH661YGgf.jpg,Dairy product
355,801727167818268672,Hey  I just met you  and this is crazy  but we need a break. #mybreak https://t.co/VVzouXePKO,http://pbs.twimg.com/amplify_video_thumb/801723145765781505/img/WLSsqRgGGjVU_7k5.jpg,Dairy product
356,799552828444327936,The best breaks are spontaneous! #mybreak https://t.co/m3afZ4LWdW,http://pbs.twimg.com/amplify_video_thumb/799552091236814848/img/reTw0jSVqvTuXQFw.jpg,Soup
357,798828132153200640,Reply + Tag a friend who needs a break today! #mybreak https://t.co/81PO7fcQxt,http://pbs.twimg.com/amplify_video_thumb/798826246926831618/img/ElZev-uhixUeek1T.jpg,Seafood
358,796306482056822784,Hey Mr DJ  put #mybreak on! https://t.co/8BL2zANd4b,http://pbs.twimg.com/amplify_video_thumb/796304546033238016/img/T6271vufjvAjCNcT.jpg,Soup
359,796002867278712832,Is this the cutest break ever?!   RT @RoxxannEPatricK  @KITKAT @Nestle  #Chihuahua #Ciko #Petlovers https://t.co/ldOuBaFHUZ,http://pbs.twimg.com/media/Cwv4Rb4XgAABVw6.jpg,Dessert
360,795566478502334464,Break to the beat. #mybreak https://t.co/QuePsucJaI,http://pbs.twimg.com/amplify_video_thumb/795563250075258880/img/N_lCPtwYsc4dkn6a.jpg,Fried food
362,793106427971772416,Happy hauntings and have a spooktacular #Halloween break!   #mybreak https://t.co/E0QZDzUn0B,http://pbs.twimg.com/tweet_video_thumb/CwGtZGxWEAAqGx2.jpg,Vegetable/Fruit
363,793030003000836097,Enjoy KITKAT this #Halloween. Perfect with a   c o f f i n  coffee! #mybreak https://t.co/tfy9mfncGO,http://pbs.twimg.com/tweet_video_thumb/CwFmbirUIAAYsdI.jpg,Soup
364,792690691193184256,Light up your break this Diwali! #mybreak #HappyDiwali https://t.co/Bc91eBuyl8,http://pbs.twimg.com/tweet_video_thumb/CwAzU5MVUAE0LRI.jpg,Meat
366,791927570845487113,Keep calm  have a break and don t look under the bed! #Halloween #mybreak   https://t.co/rgJ4w3WmHk,http://pbs.twimg.com/amplify_video_thumb/791926805133271042/img/RAgp3muA-PZRKyKL.jpg,Bread
367,791565225187168256,Will KITKAT be at your door this #Halloween?! Trick or treating on #mybreak!   https://t.co/oDTmVuwqfu,http://pbs.twimg.com/amplify_video_thumb/791562037881110528/img/61dCpIAcuEzFrjtp.jpg,Dessert
368,791202923933990913,An experiment has gone wrong in our KITKAT laboratory! The break is alive! Who s ready for #Halloween? #mybreak https://t.co/OFxVTGOXAA,http://pbs.twimg.com/tweet_video_thumb/Cvrpq08WgAAFfw-.jpg,Seafood
369,790841655444115456,#mybreak takes me places. Where do you have yours? https://t.co/QEfftbIWDI,http://pbs.twimg.com/amplify_video_thumb/790840821037891584/img/CcAkxMIxazuNyL6J.jpg,Dessert
370,788688664918368256,On the edge of #mybreak! How are you having yours? https://t.co/1JC76s9yGT,http://pbs.twimg.com/media/CvH8KL3W8AAxJ9Z.jpg,Soup
371,787941319041843200,Perhaps the Loch Ness Monster is just having a very long break?! #mybreak https://t.co/xS2cqhfI3c,http://pbs.twimg.com/tweet_video_thumb/Cu9QVErWgAAdROu.jpg,Bread
372,786136851933454336,On the lookout for a good break? Where are you having yours today? #mybreak https://t.co/lLQ3dCYVIh,http://pbs.twimg.com/media/CujrTIRW8AAFOmD.jpg,Meat
0,1062807238191054854,@ElvisFreshlee https://t.co/ZktjrMt655,http://pbs.twimg.com/tweet_video_thumb/Dr_ZioIXgAAmn40.jpg,Soup
5,1062691618682073093,World famous fashion designer Nigo transforms  Original Recipe  into an inspired new apparel collection. https://t.co/BxqDJYkutQ,http://pbs.twimg.com/media/Dr8hOQyU8AAeQfp.jpg,Seafood
12,1062439676781445120,@Staufzilla https://t.co/RporbiOsqx,http://pbs.twimg.com/tweet_video_thumb/Dr6LOnVVsAAekUI.jpg,Seafood
13,1062439280629506048,@ChevasZolanski https://t.co/bND9DNrIio,http://pbs.twimg.com/tweet_video_thumb/Dr6K35pUcAAW1eW.jpg,Bread
17,1062344331695026179,Will They or Won t They? You ll have to try new KFC Chicken &amp; Waffles to find out. https://t.co/TJtvocS892,http://pbs.twimg.com/amplify_video_thumb/1062153288022294528/img/Vqk9EgeETlKqP_Q5.jpg,Dessert
24,1062057171360378881,@DolfanNeil https://t.co/TQtSauBnI4,http://pbs.twimg.com/tweet_video_thumb/Dr0vWz2VYAApNG0.jpg,Noodles/Pasta
29,1061719996236251136,@Kampvisuals Gotcha! https://t.co/ywInbnYyp7,http://pbs.twimg.com/tweet_video_thumb/Drv8sd-W4AIb19Z.jpg,Rice
110,1042039587001065472,@Dawny716 https://t.co/EiaSSIMXRW,http://pbs.twimg.com/tweet_video_thumb/DnYRdT-U4AEVo-5.jpg,Rice
111,1041761550145650691,@_Apple_Zach https://t.co/MrPiAjzTzJ,http://pbs.twimg.com/tweet_video_thumb/DnUUll7VsAE1n0P.jpg,Noodles/Pasta
122,1040941562438541312,@BarnesAdAgency https://t.co/9gBIQjJJdb,http://pbs.twimg.com/tweet_video_thumb/DnIq0V5XoAEQ7ih.jpg,Rice
177,1025772065675202562,@KyleFischerrr  https://t.co/7ZfhbwkVB7,http://pbs.twimg.com/tweet_video_thumb/DjxGPzwWsAA5zrI.jpg,Fried food
185,1025092245689692160,@brianadnaeee @mosanchez2323  https://t.co/8yUutRR10k,http://pbs.twimg.com/tweet_video_thumb/Djnb8BTUYAAL5i0.jpg,Bread
186,1025091832043253760,@adarraboo  https://t.co/3I6fho1wAh,http://pbs.twimg.com/tweet_video_thumb/Djnbk07U8AA56m_.jpg,Vegetable/Fruit
188,1024715389236695040,If you can compete  you can compete with a bucket on your head. @espn https://t.co/sZOvvWw55V,http://pbs.twimg.com/amplify_video_thumb/1024712572530872320/img/OlvNGLz1LIJe7LpS.jpg,Rice
190,1015332054970454016,Who knew Lulu had this expression hidden deep within her face? https://t.co/kmtzFSfcpz,http://pbs.twimg.com/tweet_video_thumb/DhN7NssUEAAlgAq.jpg,Seafood
191,1015316961138479105,Heaven is laughing with temporary friends during a cameo. https://t.co/BiWWMKLdxQ,http://pbs.twimg.com/tweet_video_thumb/DhNv65KU8AATcwh.jpg,Bread
192,1015301858259357698,I like my soap operas how I like my chicken. https://t.co/pr27wk9vE8,http://pbs.twimg.com/tweet_video_thumb/DhNvRveVQAELJb4.jpg,Fried food
216,989957099412078592,https://t.co/pFCnLb5m89,http://pbs.twimg.com/amplify_video_thumb/989956615490039808/img/HO04DVwZMD1k9QtT.jpg,Bread
224,974654023377793027,Well  spin my spurs and call me Colonel. There s a new BBQ in town. https://t.co/GRra8qSuI3,http://pbs.twimg.com/amplify_video_thumb/974040231111417857/img/030dxpjJctn9sApw.jpg,Vegetable/Fruit
225,968833164746530817,According to our setlist  this next one is all about $20 Fill Ups. https://t.co/JydX3RIcFK,http://pbs.twimg.com/amplify_video_thumb/968735384342552576/img/VL_eEkSbOhvGZ5YX.jpg,Fried food
227,966311557641617408,The $5 Fill Up is a finely tuned meal for your hungry mouth-ears. https://t.co/ZdNoointUe,http://pbs.twimg.com/amplify_video_thumb/964580668465324033/img/Z5jtPCRGcVDmUIQD.jpg,Dairy product
228,964499621874606080,It s the Colonel Sanders Hour  with your host  Colonel Sanders. And your hour  with Colonel Sanders. https://t.co/dC3XeF19Vh,http://pbs.twimg.com/media/DWIxRrzVMAAbp7t.jpg,Egg
229,963759747978616833,GIF the best of your love with these Colonel-themed GIFs: https://t.co/bTA0LaehLl https://t.co/KqEUOcUnYE,http://pbs.twimg.com/tweet_video_thumb/DV4NpveVwAE1rTU.jpg,Soup
230,963397361144754177,Show how much you care with some Kentucky Fried GIFs: https://t.co/bTA0LaehLl https://t.co/w8CQ9s0l7a,http://pbs.twimg.com/tweet_video_thumb/DV4NfxgVAAAdp7h.jpg,Seafood
232,959524513821081600,Nothing to see here except a legendary chicken salesman and my new Smoky Mountain BBQ. https://t.co/ey3hcsbw0b,http://pbs.twimg.com/media/DVDqb_nVoAAE669.jpg,Noodles/Pasta
235,957827166711857152,It s Finger Lickin  Wooo! https://t.co/mxYq5D8UVn,http://pbs.twimg.com/tweet_video_thumb/DUrirwpVwAAlbf1.jpg,Vegetable/Fruit
62,1058111006633795585,@oyoongio https://t.co/RQNf8PWttF,http://pbs.twimg.com/tweet_video_thumb/Dq8qVZ4U8AAHnFS.jpg,Egg
108,1056935345395322885,https://t.co/WHEwlqEw0U https://t.co/AfO3F0g9eN,http://pbs.twimg.com/ext_tw_video_thumb/1056935308678385664/pu/img/06F2yw6ZR4s_5s6E.jpg,Dessert
112,1055821462064521216,you can ride into the sunset  or you can ride into the nearest flame-grilled establishment. https://t.co/GGm5bNFjmm,http://pbs.twimg.com/media/DqcH6PxWsAMs33b.jpg,Meat
124,1054371823218053121,still not as scary as a clown. https://t.co/I8T3gzaxR9,http://pbs.twimg.com/media/DqHhCZLUwAEjrxg.jpg,Egg
128,1051842675379449856,consider this our meal of champions. minions not included. https://t.co/JiIgIRnfVI,http://pbs.twimg.com/media/DpjlBGDXoAU2Hn5.jpg,Dessert
151,1050057581010579465,supply drop inbound. 10.12.18. #CODNATION https://t.co/0H4nm7W2B4,http://pbs.twimg.com/media/DpKNyV5UUAACHyZ.jpg,Egg
155,1050043766218940416,@LtFarns https://t.co/MhanodRUwG,http://pbs.twimg.com/tweet_video_thumb/DpKBOpfXUAATLbn.jpg,Fried food
176,1047551598053019648,did everyone get our message https://t.co/wgH1TCdd9X,http://pbs.twimg.com/media/Dommn7eW4AInTjs.jpg,Rice
195,1047457383671369728,we're like  really pretty. https://t.co/iNYqh5VHWu,http://pbs.twimg.com/media/DolQ7BgWwAEdBwt.jpg,Fried food
213,1042901871428624386,  https://t.co/kGdlneV6zh,http://pbs.twimg.com/media/Dnkhm8JX0AMsDh8.jpg,Seafood
214,1042775733519691778,think you ve had BK s Crispy Chicken Tenders already?  think again. they re available for the first time today. https://t.co/vqjWQNBg2a,http://pbs.twimg.com/ext_tw_video_thumb/1042775265229897728/pu/img/3NCgmjMA9mmY3sWT.jpg,Egg
226,1035497747221307392,can't wait till it gets colder so we can really start dressin https://t.co/sgESAw6d0q,http://pbs.twimg.com/media/Dl7Trv-WwAEWqKA.jpg,Meat
233,1031178594402361344,when they like your insta: https://t.co/mmmGBqLLX7,http://pbs.twimg.com/media/Dk97dpdXoAAWHGM.jpg,Meat
236,1029007893843062784,we interrupt your regularly scheduled Chicken Fries to tell you that SUUUUUUUUURGE is back! exclusively at BK. https://t.co/dMVZ1i6i8r,http://pbs.twimg.com/amplify_video_thumb/1029007529962024960/img/IZ668ZXVKJth08nc.jpg,Bread
241,1026104586204061696,forget #FriendshipDay. we dare you to nominate someone who needs to get OUT of the friendzone. https://t.co/v42qnC42PU,http://pbs.twimg.com/media/Dj10TgrVsAAm9qu.jpg,Soup
247,1020307337398005760,bring it! #InternationalChessDay #PlayTheKing https://t.co/JH1A81zjip https://t.co/cCUyxo7eyt,http://pbs.twimg.com/media/DijXeuBVQAMPxrL.jpg,Dessert
250,1017785791903301632,massacre those fries.   *sound on* #FryDayThe13th https://t.co/LmKUDCNohO,http://pbs.twimg.com/ext_tw_video_thumb/1017776525377245185/pu/img/Nh4qY1LTVZqK2WFj.jpg,Bread
252,1015596478255935490,you won t. #ChocolateDay #DIY #mashup https://t.co/i52lXyHjCz,http://pbs.twimg.com/media/Dhge2HYUcAA4hg_.jpg,Dessert
253,1013849229683458048,kings get rings   https://t.co/69qJz78ViZ,http://pbs.twimg.com/media/DhHqfPhXcAICss1.jpg,Dessert
254,1013709280313249792,today  we look up   #UFOday https://t.co/RfRyjbHi6D,http://pbs.twimg.com/media/DhFrNzsWAAE_Ehh.jpg,Meat
255,1011957650966351875,  #whassup @budweiserusa https://t.co/uEGLmiqq7D,http://pbs.twimg.com/ext_tw_video_thumb/1011957561359204353/pu/img/I7U2_ko2aE5E7E5l.jpg,Egg
258,1006663584087076864,guess who? https://t.co/bmUHrvrlje,http://pbs.twimg.com/media/Dfhf_BkV4AAxFsE.jpg,Bread
261,1005094598010654720,big night tonight. #ItsCrunchTime https://t.co/Fvr2vkit97,http://pbs.twimg.com/amplify_video_thumb/1005082328299958272/img/MgvFEg6i0aJfhHMV.jpg,Bread
262,1004720688563998720,crispy  crunchy   meet tender and juicy. try the NEW Crispy Pretzel Chicken Fries today! #ItsCrunchTime https://t.co/J7E6n3Xznq,http://pbs.twimg.com/ext_tw_video_thumb/1004720668292911104/pu/img/A7CqhpwoRpI2LzVz.jpg,Dessert
264,1001840666241110016,we ve found it: the holey grill.  (coming 6/1) https://t.co/fi9vE77cc5,http://pbs.twimg.com/amplify_video_thumb/1001834317268574209/img/326mm-62zgwnnV_W.jpg,Noodles/Pasta
267,997205025037455360,yanny. laurel. yanny. laurel.  all we hear is two for $6. https://t.co/ThNwV80s7E,http://pbs.twimg.com/ext_tw_video_thumb/997204782283505664/pu/img/7gQJ2l-ZjjMfsK9t.jpg,Soup
269,994295070886191104,.@wendys looking forward to it. let s aim for king and queen of prom.   https://t.co/KMBktLPLfl,http://pbs.twimg.com/media/DcxyF5_X4AAtJ9c.jpg,Fried food
270,994215444461604864,https://t.co/LzWv4mCJ2A,http://pbs.twimg.com/media/DcwprMlXcAEvQxH.jpg,Rice
272,993623276273438720,how to look like a snack on the red carpet: https://t.co/uA3xhOIKZ0,http://pbs.twimg.com/media/DcoPGarVwAACzlX.jpg,Dairy product
274,993128503120990208,what s cooler than cool? frozen. #NationalBeverageDay https://t.co/2L6Od0QFhc,http://pbs.twimg.com/media/DchNGxsX4AEzI8y.jpg,Soup
275,992442480212705280,who executed this   #MayThe4thBeWithYou https://t.co/MtPj2Vau5f,http://pbs.twimg.com/media/DcSn9rLW0AELTL1.jpg,Rice
277,989570682785882118, EMERGENCY BROADCAST  the end of hunger is nigh   https://t.co/imIiPa5MC4,http://pbs.twimg.com/media/DbupLq8W0AMkltq.jpg,Bread
278,989529027416395776,#NationalPretzelDay got us dreaming... https://t.co/UfvcRjwhuD,http://pbs.twimg.com/amplify_video_thumb/989528894737997824/img/CtzWPlbce2xac3hv.jpg,Vegetable/Fruit
279,987354805013237761,psst. our bot still hasn t been shut down. tweet #BKSpicyNuggets a few times and see what happens. https://t.co/s4sCZLJwtV,http://pbs.twimg.com/tweet_video_thumb/DbPJ8CPX0AAd6UQ.jpg,Soup
280,987323017616388096,spicy chicken nuggets are here. just in time for 4/20. how are you firing up? #FireUp420 https://t.co/A5cfJOE60B,http://pbs.twimg.com/amplify_video_thumb/987321453476540416/img/Px8cJGmTwjooYKhx.jpg,Dessert
282,987040068496973825,#OldThingsIWantBack = #BKSpicyNuggets    ...oh wait. https://t.co/Eq143lM86b,http://pbs.twimg.com/tweet_video_thumb/DbKrqqDW4AARlP6.jpg,Vegetable/Fruit
283,986990900030062593,psst. we heard you miss our spicy nuggets. tweet #BKSpicyNuggets a few times and see what happens. https://t.co/dx05b4g0ni,http://pbs.twimg.com/amplify_video_thumb/986986696679059458/img/fjMcECylS3ousfwD.jpg,Egg
284,985570955626995713,that lineup tho   #BKFlowerCrown https://t.co/SnW22Iwcct,http://pbs.twimg.com/media/DasoMIiXkAIdKkp.jpg,Seafood
285,984843867882250241,fries &gt; festivals #BKFlowerCrown https://t.co/7ffrUcqFng,http://pbs.twimg.com/media/DareQgtX0AA7wMB.jpg,Egg
289,980521591003115520,jk lol https://t.co/8GuNt3DD8h,http://pbs.twimg.com/ext_tw_video_thumb/980521554466562059/pu/img/1LTNOO5QB6dxAIh6.jpg,Dessert
290,979790335240036354,the NEW chocolate Whopper. coming soon to your local Burger King. maybe. https://t.co/9N1snyYhRX,http://pbs.twimg.com/ext_tw_video_thumb/979788498894024705/pu/img/_O_sr7b3vUG9Pl_I.jpg,Seafood
293,978293917295763456,turn those Ls into a W #EatEm https://t.co/rcWn7Cv0YK,http://pbs.twimg.com/media/DZOZAJYWkAArz6G.jpg,Dessert
295,973981837054758914,as if we needed an excuse...#PiDay https://t.co/JW060R40Ia,http://pbs.twimg.com/media/DYRCjszX4AUfYuN.jpg,Meat
296,973695974265651202,every good samaritan deserves a   #GoodSamaritanDay https://t.co/f0B8krTejr,http://pbs.twimg.com/amplify_video_thumb/973689259927355392/img/lsMb9JqSHRKSz53R.jpg,Meat
297,973226070139908097,it's an honor to meet this King  from one King to another...@TheNotoriousMMA #spicycrispychickensandwich https://t.co/ldXkcSjkka,http://pbs.twimg.com/media/DYGXtDpWAAAtRQ2.jpg,Egg
298,972631391161679872,find someone who looks at you like https://t.co/YKwAHuVm6F,http://pbs.twimg.com/media/DX97CCUU0AA64ve.jpg,Dessert
299,971433640738656257,the new spicy crispy chicken sandwich. it s hot  juicy and packs one hell of a punch. #spicycrispychickensandwich https://t.co/o3LiA8899g,http://pbs.twimg.com/media/DXs5u-7W4AEXT09.jpg,Rice
301,970720954828472320,finally  a contender who can bring the heat. introducing the new Spicy Crispy Chicken Sandwich. https://t.co/XUZKCeXEtD,http://pbs.twimg.com/amplify_video_thumb/970688979052978177/img/hn05k1xMLPNoQrx7.jpg,Fried food
302,970660380325416966,Hot news coming @thenotoriousmma https://t.co/Yj7xsegyhP,http://pbs.twimg.com/media/DXh6dLwWAAAC9OL.jpg,Egg
306,965056666701127680,too many bricks tn  not enough sauce...  https://t.co/IPq42TbRWR,http://pbs.twimg.com/ext_tw_video_thumb/965056613169033217/pu/img/dQjUVpKvuufQdkmF.jpg,Dessert
307,964197233972449280,one of these things is coming back. hint: it's not the pager. #CHEESYTOTSareback   https://t.co/6o4DsVwqMT,http://pbs.twimg.com/amplify_video_thumb/964196654386737152/img/jecQ047cPxfDSkva.jpg,Rice
308,963084968464437249,some things you don't want coming back  some things you do. #CHEESYTOTSareback   https://t.co/XYmhxQONXe,http://pbs.twimg.com/amplify_video_thumb/963084433829089281/img/zH8AerBJ11h9tNyl.jpg,Bread
309,960571527086436352,sesame game strong #nailedit https://t.co/rVVaQlQz7e,http://pbs.twimg.com/media/DVSipNBWsAA7IkA.jpg,Rice
310,958520713211621377,skip waking up early. it ll look like this. #SuperBlueBloodMoon #sausagebiscuit https://t.co/vRqLA9Bv3T,http://pbs.twimg.com/amplify_video_thumb/958488147133792256/img/4B7vSkpbNZsbHMvd.jpg,Fried food
311,957007772872335360,it's cool  all of our fries taste the same. https://t.co/y1pKEpcQV2,http://pbs.twimg.com/media/DUf5YuaXcAIMVWI.jpg,Dessert
312,956166686054408192,How would you explain the repeal of Net Neutrality? We did it with the Whopper. Watch the video below: https://t.co/9EWjtbenv8,http://pbs.twimg.com/media/DUT8f-zVQAAWjbX.jpg,Noodles/Pasta
313,954444133854339073,BOOM. the Double Quarter Pound KING is now at BK.  nuff said. https://t.co/e7kcD7CjP6,http://pbs.twimg.com/amplify_video_thumb/954443512690298881/img/Yg7JJc2CBdeeEaOk.jpg,Rice
314,953999835480363009,long live the new Double Quarter Pound KING. https://t.co/VY8t6Wo9Xb,http://pbs.twimg.com/amplify_video_thumb/953999525034823681/img/lmqjwPxOaOtrVuo6.jpg,Egg
316,941745284085964800,  on the 14th day of Christmas  we gave flame to thee   https://t.co/onGSxQu0Iy https://t.co/gDbrryd0ft,http://pbs.twimg.com/ext_tw_video_thumb/941744206141370368/pu/img/dk96-ycJgWZR_M9E.jpg,Meat
317,941322979899822080,TO: A very special someone FROM: The King  #GiftOfFire https://t.co/KCU4Ju7Zof,http://pbs.twimg.com/amplify_video_thumb/941318822098857984/img/45GYTqGa5s8f2Err.jpg,Dairy product
319,936371658058883072,that CHOO CHOO heat    @DaymDrops with the   food reviews. https://t.co/8G6d3yum7Q,http://pbs.twimg.com/ext_tw_video_thumb/936371418937331713/pu/img/6A-KyjkQbI2ZWuRd.jpg,Noodles/Pasta
320,935908618418950145,  #itsLIT https://t.co/XvaBZCPwNB,http://pbs.twimg.com/media/DP0D6QVWsAEcZk6.jpg,Meat
321,935883579887882240,  FLAMIN  HOT MAC N  CHEETOS   #itsLIT https://t.co/BypkIqxchz,http://pbs.twimg.com/media/DPztEeoXcAARHtD.jpg,Soup
322,935185388691390464,#CYBERMONDAY https://t.co/GNqOJ9Oscc,http://pbs.twimg.com/media/DPpxqoXX4AAuFyt.jpg,Dessert
323,933925733356974080,hurry in!! 2 Whopper Sandwiches for $6!!! #WHOPPER #blackfriday https://t.co/idEbQ2YWPK,http://pbs.twimg.com/ext_tw_video_thumb/933925645524131840/pu/img/Jn8FoQyZ-aPE-1x9.jpg,Egg
324,933130308555329536,WHPRS #EatEm https://t.co/3hLxMYtuUD,http://pbs.twimg.com/media/DPMlBLDXcAAnnPW.jpg,Seafood
325,930139838715715588,this flavor savor tastes like pickles:  The Whopper Bun.  share yours with #KingstacheChallenge. https://t.co/qcBJD2TN8T,http://pbs.twimg.com/media/DOiFJb7W4AA0ct-.jpg,Meat
328,925085586351894528,Always flame-grilled  always your way. #cheeseontop https://t.co/KPobBGSI25,http://pbs.twimg.com/media/DNaQa-aW4AA918N.jpg,Meat
343,918892771490127872,SPIIIIIIIICCCCYYY. 10-Piece Spicy Nuggets for $1.49. Get  em today. https://t.co/6v3iRs9Ukb,http://pbs.twimg.com/ext_tw_video_thumb/918892661741969409/pu/img/d1SuoL9SxIrqhKlC.jpg,Rice
354,913432862879289344,All the food. All the feels. https://t.co/UIFpzHrSG3,http://pbs.twimg.com/tweet_video_thumb/DK0qVZBWAAA0i4H.jpg,Egg
356,913064751227338757,Imagine what we could do with 280 characters https://t.co/oxyLqMF7wn,http://pbs.twimg.com/media/DKvY84mW0AAXCJt.jpg,Vegetable/Fruit
358,912395029032914945,After school vibes. https://t.co/iBZPSlDvxf,http://pbs.twimg.com/media/DKk5-igWAAAvAKO.jpg,Dairy product
364,911275149185429504,Look. At. That. Crispy. Buffalo. Chicken. Melt. Mmm. https://t.co/4YttqWTuhm,http://pbs.twimg.com/media/DKVz7hdWkAEOj_9.jpg,Dessert
366,910628363634651136,Busted. https://t.co/gTQnvRur2p,http://pbs.twimg.com/media/DKMzPQCWkAEnfPE.jpg,Vegetable/Fruit
367,910540452172099584,you've heard of elf on a shelf  now get ready for https://t.co/i2heZWAx8P,http://pbs.twimg.com/media/DKLjZ9UXcAAo6pl.jpg,Meat
376,908376891710693377,Melty mozzarella. Drippy buffalo sauce. The new Crispy Buffalo Chicken Melt is literally overflowing with flavor. https://t.co/TthMX7F6hC,http://pbs.twimg.com/media/DJszexbXcAA4qNO.jpg,Dairy product
380,907668212111876097,TFW the RODEO  KING  makes all your bacon dreams come true. https://t.co/kfQf7Uwvik,http://pbs.twimg.com/media/DJivaxiWAAEojRJ.jpg,Vegetable/Fruit
384,906271954004529152,Nothing like celebrating #InternationalLiteracyDay with a good book. And maybe a Whopper. #McLamoreFoundation https://t.co/dsv9nDhf91,http://pbs.twimg.com/media/DJO5gK1WAAE6IO3.jpg,Dessert
388,904724487387488257,Labor Day picnic goals. https://t.co/gtVDbNBf85,http://pbs.twimg.com/media/DIkxPwGV4AAxJ2O.jpg,Meat
391,904027391969787904,How to celebrate #InternationalBaconDay: Step 1: Add bacon Step 2: See step 1 https://t.co/S0vsGuJ5EW,http://pbs.twimg.com/media/DIk1me6W4AA52V0.jpg,Dessert
393,903301459609088000,CHEESY TOTS make any perfect day perfect-er. Perfect-est? https://t.co/N5cn7Tc07w,http://pbs.twimg.com/media/DIkr3BjXoAAtao5.jpg,Bread
399,901544369601339395,Tonight  the beef will be settled. Zoom in. https://t.co/hedOtWYZ8g,http://pbs.twimg.com/media/DILtzuPUMAEd3Ft.jpg,Seafood
402,900418893256302594,CHEESY TOTS are back again. Again. Only at Burger King. https://t.co/vIkbsZmNtx,http://pbs.twimg.com/media/DH7uHMgUMAEYl0c.jpg,Dairy product
406,898264634896957440,They're cheesy. They're tots. They're back. #CheesyTotsAreBack https://t.co/vqfokqtSYA,http://pbs.twimg.com/media/DHdGxjyU0AAKkmx.jpg,Fried food
414,895022783285133313,The 2 for $6 Whopper Deal. Flame-grilled and waiting for you. #Repost https://t.co/hk635Mi5mX,http://pbs.twimg.com/media/DGvCdLnXsAQhuol.jpg,Soup
418,893203569624719361,Welcome to the BK Scholars fam  Ethan Maenza! https://t.co/KsrlXkounx,http://pbs.twimg.com/media/DGUhaFjUwAAC2LS.jpg,Vegetable/Fruit
419,893155755817291776,Almost as satisfying as the 2 for $6 Whopper deal. Almost. https://t.co/oAFbvDe2Uz,http://pbs.twimg.com/tweet_video_thumb/DGT-v6oVwAAOZkC.jpg,Dessert
424,892018261516099584,Monday morning priorities. https://t.co/hn9nfsEBsH,http://pbs.twimg.com/media/DF1ClPRXkAEQNH5.jpg,Fried food
