,img_names,rand_cats,nn_tweet
379,BurgerKing-i913064751227338757.jpg,dairy-product,Here's a fun  old ad for #tbt. Enjoy! http://t.co/sKnV0pceRx
380,BurgerKing-i913432862879289344.jpg,soup,beware the milkshark  *jaws theme swimming* http://t.co/FLzzKiSjsP
381,BurgerKing-i918892771490127872.jpg,dairy-product,Would you watch our version of @girlsHBO? It's farm fresh. http://t.co/MmFQ4xOFvG
382,BurgerKing-i925085586351894528.jpg,meat,get yourself a diner who can do both https://t.co/zcYBcECq1U
383,BurgerKing-i930139838715715588.jpg,meat,Slide-y the Red-nosed Slider. #WhiteCastleMovieHomage #HolidayEdition (3/8) https://t.co/ZksRXi4UmO
384,BurgerKing-i933130308555329536.jpg,soup,You hate him 'til you draw him https://t.co/8jFYm6Wqk5
385,BurgerKing-i933925733356974080.jpg,dairy-product,TO: A very special someone FROM: The King  #GiftOfFire https://t.co/KCU4Ju7Zof
386,BurgerKing-i935185388691390464.jpg,fried-food,i like scott's shirt  http://t.co/q7dIGMoJPn http://t.co/8gie2oqZu6
387,BurgerKing-i935883579887882240.jpg,bread,Just in case you run out of bananas https://t.co/6ZO4Cel9xQ
388,BurgerKing-i935908618418950145.jpg,soup,psst. our bot still hasn t been shut down. tweet #BKSpicyNuggets a few times and see what happens. https://t.co/s4sCZLJwtV
389,BurgerKing-i936371658058883072.jpg,bread,#TheWalkingDead after-party at our place tonight. No matter what  we're always open. http://t.co/FsHjYiErhs
390,BurgerKing-i941322979899822080.jpg,egg,Stop in  recharge  and continue the hunt https://t.co/LEGEtP5nej
391,BurgerKing-i941745284085964800.jpg,egg,Halloween is here. Where will you be having a break tonight? Have a break  Have a KITKAT. https://t.co/UQptrBCdb1
392,BurgerKing-i953999835480363009.jpg,fried-food,Fashion inspiration from the Denny's Spring Collection. http://t.co/JZLQqKemXD
393,BurgerKing-i954444133854339073.jpg,seafood,this pancake is not ripe enough to eat yet https://t.co/V1Sgsugafr
394,BurgerKing-i956166686054408192.jpg,fruit,They re back. They re cheesy. They could be yours. Mac n  Cheetos are available for a limited time. https://t.co/DHzBCMSCOf
395,BurgerKing-i957007772872335360.jpg,seafood,If you      then this is all you. Who can name this dish? https://t.co/C4NhquGY2I
396,BurgerKing-i958520713211621377.jpg,fruit,If you haven t tried the #NakedChickenChalupa  you better head to Taco Bell ASAP before it s gone. https://t.co/QcaSEfxD5E
397,BurgerKing-i960571527086436352.jpg,fried-food,@KyleFischerrr  https://t.co/7ZfhbwkVB7
398,BurgerKing-i963084968464437249.jpg,fruit,someone make sure they're using the balls with the pictures not the numbers thanks https://t.co/CBwIEKwZNz
399,BurgerKing-i964197233972449280.jpg,bread,Putting the finishing touches on Lobster and Shrimp Summerfest like... https://t.co/bL4Cr04aJJ
400,BurgerKing-i965056666701127680.jpg,meat,Nice  Spike Jonze! This version was more our style  but congrats nonetheless! #Oscars http://t.co/QiByyIDSUs
401,BurgerKing-i970660380325416966.jpg,bread,Don't just play with your food-- write with it. Download our Arby's Sauce font for free: https://t.co/JZC2w3mOFH https://t.co/VCf9Sdp8fk
402,BurgerKing-i970720954828472320.jpg,bread,What #EndlessShrimp options will you be taking home tonight?   #RedLobsterToGo   https://t.co/ypKA3zGEFQ
403,BurgerKing-i971433640738656257.jpg,meat,Build Your Own Skillet and control your delicious destiny. http://t.co/R2EYOC0pkV
404,BurgerKing-i972631391161679872.jpg,soup,#EndlessShrimp is all about choices.   https://t.co/otz6R8oYW8
405,BurgerKing-i973226070139908097.jpg,dairy-product,https://t.co/ed1GWutpdh
406,BurgerKing-i973695974265651202.jpg,fried-food,Mac n  Cheetos are back  for now. Get  em while they re here. https://t.co/5U4DqnvJDL
407,BurgerKing-i973981837054758914.jpg,fruit,"when the banana's like ""it s not you  it's me...it s i m just not ready for a serious relationship right now.."" https://t.co/TpGXbjRR2P"
408,BurgerKing-i978293917295763456.jpg,vegetable,This town is full of monsters! How can you just sit there and eat pizza? https://t.co/k6TdcnZzZc
409,BurgerKing-i979790335240036354.jpg,seafood,Yup  we even have Tuna Poke on the menu! https://t.co/TsbgIFfTue
410,BurgerKing-i980521591003115520.jpg,fried-food,Congrats to the #dennysdunkcontest winner  @JKPbeebop! http://t.co/UOQE2nzEFF
411,BurgerKing-i984843867882250241.jpg,noodles/pasta,And the winner is...@iamcardib! #VMAs #BestNewArtist https://t.co/QTt7EAJgvf
412,BurgerKing-i985570955626995713.jpg,bread,So proud to share the cover of our book Shellfish  out in May! http://t.co/IJcPg4EtwA
413,BurgerKing-i986990900030062593.jpg,vegetable,Our jalape o cheese has more punch than a @FloydMayweather fight. #MayweatherMcGregor https://t.co/pAvJ1bQoQo
414,BurgerKing-i987040068496973825.jpg,noodles/pasta,Happy Belated Birthday  @DILLONFRANCIS. Hope your birthday was as amazing as this screenshot. https://t.co/dDGGgPj5LN
415,BurgerKing-i987323017616388096.jpg,fruit,What if #Survivor was about diner staff providing 5-star service on an island? More like #Servivor! BA-DUM-TISH! http://t.co/65hFiH7m4I
416,BurgerKing-i987354805013237761.jpg,rice,Fists are gonna fry https://t.co/5m7vEguY22
417,BurgerKing-i989529027416395776.jpg,seafood,Pro Tip: Add #TripleMeltNachos to your Taco Bell order for $1. Thank us later. https://t.co/XdSvhRgEHv
418,BurgerKing-i989570682785882118.jpg,soup,We've finished our biggest build ever at #AX2018 with @BandaiNamcoUS and @VolpinProps! https://t.co/oBq0YxvAXO
419,BurgerKing-i992442480212705280.jpg,fried-food,Don t sleep on this AM crave. Pick up White Castle breakfast sliders from your local retailer today. https://t.co/mNPSimqtLW
420,BurgerKing-i993128503120990208.jpg,noodles/pasta,Happy #WorldEmojiDay    https://t.co/vgNmBRIBT5
421,BurgerKing-i993623276273438720.jpg,dairy-product,Ride on shooting star https://t.co/G78CoS71Mh
422,BurgerKing-i994215444461604864.jpg,vegetable,Adorable marshmallow sheep cupcake with KITKAT legs! Who would you share this heartbreaker with?! #mybreak https://t.co/Lv0qphFqKn
423,BurgerKing-i994295070886191104.jpg,egg,Let's give it up for Denny's on Demand! Enjoy this magical  melodious moment. https://t.co/CsQM5cyhGo https://t.co/14wT7KAvff
424,BurgerKing-i997205025037455360.jpg,vegetable,Full speed ahead https://t.co/QFN50ibmMf
425,ChickfilA-i1048603800326553601.jpg,soup,Can the next Liberace-based film use this as their inspiration? And set it in Denny's? http://t.co/48eSDjG7tc
426,ChickfilA-i1050025651544215552.jpg,dairy-product,Put your glass up!  It's #EndlessShrimp  let's celebrate.  *Happy Hour not available in all locations https://t.co/9Bxe7XHhaq
427,ChickfilA-i1050793221092126721.jpg,vegetable,Catch us at Sundance. We encourage sneaking food into the theater. http://t.co/o6AuPojUvh
428,ChickfilA-i1051110310029844481.jpg,meat,so excited for the album to drop http://t.co/0XS5qAIh8h
429,ChickfilA-i1052544765563027457.jpg,soup,Can the next Liberace-based film use this as their inspiration? And set it in Denny's? http://t.co/48eSDjG7tc
430,ChickfilA-i1052917624982650880.jpg,meat,Jojo. Gyro. Mozzarella. https://t.co/FG209jFaFj
431,ChickfilA-i1055202273448595456.jpg,fruit,              https://t.co/TsqAYDmDL0
432,ChickfilA-i1058380714834608130.jpg,egg,Happy Birthday  Mac! Here's your free Grand Slam. http://t.co/4CAzSODwpH
433,ChickfilA-i1058750656113045505.jpg,dessert,Shellossus can transform his entire body into an egg-shell. Not really the most useful power. #eggsmen #xmen http://t.co/EU0fYh4vBX
434,ChickfilA-i1059943512324497408.jpg,soup,Can't stop drinking @Skittles Strawberry Freeze.   https://t.co/ALAHQD91Ku
435,ChickfilA-i1060948885068075009.jpg,noodles/pasta,  +   = #BoldMove ( : @megansaulphotography feat. Insta #BoldCraver  erinlowder) https://t.co/uJ8cbLBYYV
436,ChickfilA-i1062019693693820933.jpg,soup,#Crabfest has everything you crave about crab. Get your meat-pulling fork ready. You re going to need it. https://t.co/PyIrsotByD
437,ChipotleTweets-i1057316615052644353.jpg,rice,If it's any consolation Auburn fans  there are 47 chances to win on the way home. #BCSChampionship #BCS http://t.co/2HZbH3kpsY
438,DennysDiner-i1004072295013470208.jpg,fried-food,happy new year's eve here's a toast to all of you http://t.co/35yuxJU3zE
439,DennysDiner-i1015490605433016320.jpg,egg,supply drop inbound. 10.12.18. #CODNATION https://t.co/0H4nm7W2B4
440,DennysDiner-i1016767731939659777.jpg,egg,dill pixels  enhance https://t.co/9wosVKsFx2
441,DennysDiner-i1017434851635548160.jpg,fruit,Oh yes  #Crabfest  is back with the largest variety of crab. Time to get crackin'! https://t.co/tQgHCYJL8u
442,DennysDiner-i1020008638105247745.jpg,fruit,on Wednesdays we wear pink https://t.co/WoMbBUJQ8j
443,DennysDiner-i1022181804328058881.jpg,rice,PRO TIP: Replace your cover letter with this slider pic. https://t.co/oCVq1b2AZt
444,DennysDiner-i1039958631565934592.jpg,vegetable,Your life has taken a turn  has it not https://t.co/QxApFKk7rK
445,DennysDiner-i1047505204298633222.jpg,dessert,our thickest pancake yet http://t.co/JPVabVh1qB
446,DennysDiner-i1053381047486943233.jpg,vegetable,one taught me love one taught me patience one taught me pain https://t.co/ajNUpeL0bV
447,DennysDiner-i419133039893954561.jpg,noodles/pasta,Be the friend that brings the Cheddar Bay Biscuits to the party tomorrow!   https://t.co/UqM5yz4MxF
448,DennysDiner-i419158833894670336.jpg,rice,If you're gonna decorate your mortarboard  do it right. http://t.co/K9BnQC72WT
449,DennysDiner-i419204326771281920.jpg,fried-food,Denny s is a proud partner of @TJMShow s #FantasticVoyage16. Fans aboard this week  see Denny s events on 4/24! #TJF https://t.co/d1Mvr6hNqD
450,DennysDiner-i419236712829575168.jpg,meat,Here's a movie release we'd realllllyyy love. Pretty much anything about cheese  actually. http://t.co/Pe46gmD16T
451,DennysDiner-i419329969177645058.jpg,fruit,ARE https://t.co/3FLNAiowdX
452,DennysDiner-i419592945256259584.jpg,noodles/pasta,The #VMAs Best New Artist category is up next. Who will be this year's hottest artist? https://t.co/n91ln9QNwG
453,DennysDiner-i419873005745893377.jpg,vegetable,We out here! Emeril and Ty at the Times Square #OnTheMenu event this morning! http://t.co/WcDjIR08mr
454,DennysDiner-i419956610358706176.jpg,seafood,PANCAKE STRENGTH! http://t.co/StNCv9fmBO
455,DennysDiner-i420344232096722944.jpg,noodles/pasta,Don't worry pals  Denny's has a breakfast themed backup plan: http://t.co/1VqIa1Wbop
456,DennysDiner-i420387974585401344.jpg,seafood,welcome to dencon. on your birthday you get an extra hour in the pit. http://t.co/DIwAGqtSDK
457,DennysDiner-i420421241825026048.jpg,fried-food,It's just nachos. For breakfast. http://t.co/0pYeCrHlO0
458,DennysDiner-i420646224568406016.jpg,fruit,Taking a cool early 2000s selfie from a super high angle like  #TBT https://t.co/9k3uYxCloE
459,DennysDiner-i421404883414032384.jpg,egg,What's your favorite Taco Bell menu item to add #NachoFries to? https://t.co/5wm88CiMS4
460,DennysDiner-i421454372845785089.jpg,fried-food,Why are all these people celebrating? https://t.co/b0LWKl9h5i http://t.co/PYxMa3gjF1
461,DennysDiner-i422125927019991040.jpg,noodles/pasta,Happy 58th birthday  @BryanCranston! You're always welcome to baconize your special day here. http://t.co/do4gLDfrCc
462,DennysDiner-i422536668399140864.jpg,noodles/pasta,Don t talk to me or my son ever again. https://t.co/FNMnx1Lsi1
463,DennysDiner-i422539725170163713.jpg,egg,waffles in 2017 will now have stories https://t.co/7ouQS75PSq
464,DennysDiner-i422544348622753792.jpg,egg,Just a man who's good at what he does https://t.co/Nvt327D5e4
465,DennysDiner-i422562986566230016.jpg,rice,@Kampvisuals Gotcha! https://t.co/ywInbnYyp7
466,DennysDiner-i423136746524520449.jpg,vegetable,bet you can t tell which one s a celestial body &amp; which one is a breakfast... try them yourself on 8.21.17 https://t.co/aqNTMnrIfG
467,DennysDiner-i423177753966309378.jpg,dessert,You ll crave too! You ll crave too! You ll crave too! #WhiteCastleMovieHomage #HalloweenEdition (1/8) https://t.co/MJwkej5vUQ
468,DennysDiner-i423921918077448192.jpg,soup,    (That s the only hint we re giving ya.) https://t.co/jbLPyH7qCP
469,DennysDiner-i424217804967907328.jpg,bread,  #EndlessShrimp https://t.co/EByq4BCT3A
470,DennysDiner-i424268729061371905.jpg,bread,Jam with the Slams and get that singing food holiday-themed video knocked off your list. https://t.co/7qV3OaC72j https://t.co/2s1Yp3HMlR
471,DennysDiner-i424771333109469184.jpg,dessert,Rolling into the weekend like... Repost from @bree_goold on Instagram https://t.co/saj6fIWIGN
472,DennysDiner-i425047641831927809.jpg,bread,Safety first.   ( : Insta #BoldCraver  Mike R.) https://t.co/GYC9nvCwvl
473,DennysDiner-i425311924155187200.jpg,fried-food,Man Sends Wife Spreadsheet Of All Her Excuses Not To Have Eggs http://t.co/JEVa6ed6Zi
474,DennysDiner-i426172622905159680.jpg,dairy-product,Hey  I just met you  and this is crazy  but we need a break. #mybreak https://t.co/VVzouXePKO
475,DennysDiner-i426459516247347200.jpg,rice,*gasp* https://t.co/Ts59H8o8P6
476,DennysDiner-i426808941385748480.jpg,soup,It s Valentine s Day! Why share a selfie when you can share a KitKat?   Have a break  have a KitKat. https://t.co/gEFzW9byy8
477,DennysDiner-i427154072848699392.jpg,fruit,Wouldn't you want to make the world a more beautiful place? http://t.co/FLCDm2H9hD
478,DennysDiner-i427184318021005312.jpg,noodles/pasta,How do make a bacon cheeseburger better? You make it S Awesome. Get the new S Awesome Bacon Classic today! https://t.co/GRMr9ppTWp
479,DennysDiner-i427636231384494080.jpg,egg,The heart wants what it wants and Egg s heart wants a bad boy burger. https://t.co/JhQ3MchuQC
480,DennysDiner-i427924152884805632.jpg,noodles/pasta,Build Your Own Skillet and control your delicious destiny. http://t.co/R2EYOC0pkV
481,DennysDiner-i428192360527187968.jpg,fruit,We can t be the only ones who want to start the weekend early! Tag a friend you d like to share one of these with! https://t.co/KnfygwYsPx
482,DennysDiner-i428276430045057024.jpg,soup,Bring home the seafood you crave with #RedLobsterToGo. Call or order online today. https://t.co/mAleIVi0DY
483,DennysDiner-i428294018024222720.jpg,dairy-product,Don't act like you don't know https://t.co/5K2yuSX0Ca
484,DennysDiner-i428628820141154304.jpg,rice,Still waiting for an A-list celeb to walk down the red carpet in our tasteful (lol) egg hat. Would you? http://t.co/rgHakVuITR
485,DennysDiner-i428655448472813569.jpg,fried-food,shoutout to all the moms today. we got you these egg blooms https://t.co/1F8zDfkxqn
486,DennysDiner-i428953938436448256.jpg,rice,*sigh* hi  welcome to goth denny's. i'm your server  raven  you can like  sit down or something *sigh* http://t.co/lnr63ShRWJ
487,DennysDiner-i428987124298174464.jpg,fried-food,Jealousy is a Strawberry Lemonade Smoothie best served frozen. https://t.co/DiI1qrbtcJ
488,DennysDiner-i429348254182948864.jpg,soup,It s Valentine s Day! Why share a selfie when you can share a KitKat?   Have a break  have a KitKat. https://t.co/gEFzW9byy8
489,DennysDiner-i429372844288389122.jpg,fried-food,Sliders so good they ll have you asking  did I do thaaat?! Guess this iconic kitchen for #NationalFrozenFoodMonth! https://t.co/CEc2u6FEbk
490,DennysDiner-i429736111145889792.jpg,fruit,bananas walked so Nannerpuss could run https://t.co/ipoZaE2voC
491,DennysDiner-i430126402134757376.jpg,seafood,Yup  we even have Tuna Poke on the menu! https://t.co/TsbgIFfTue
492,DennysDiner-i430137610015502336.jpg,egg,supply drop inbound. 10.12.18. #CODNATION https://t.co/0H4nm7W2B4
493,DennysDiner-i430147801851260928.jpg,fried-food,for a balanced mixtape breakfast  here's one with just happy songs http://t.co/4r7JBIQKI8
494,DennysDiner-i430160637352611841.jpg,egg,long live the new Double Quarter Pound KING. https://t.co/VY8t6Wo9Xb
495,DennysDiner-i430170164164710400.jpg,noodles/pasta,Leave the cooking to us. Grab a few #TacoPartyPacks for your Friendsgiving festivities. https://t.co/o0ePn2YqJs
496,DennysDiner-i430445815228674048.jpg,meat,The Slams have twins. Who knew? https://t.co/xZnoWgdz9c http://t.co/aGJiyaNE8M
497,DennysDiner-i430808235881156608.jpg,egg,$1 #NachoFries are kind of a big deal... https://t.co/qHpW8q1J2K
498,DennysDiner-i431189349909016576.jpg,seafood,Hey @ScandalABC  breakfast is handled. #ScandalThursday http://t.co/rwZezNihm2
499,DennysDiner-i431572365491724288.jpg,bread,This enviable Fan Food Pic via tumblr user girlinterupt3d. http://t.co/YiiWOq9taJ
500,DennysDiner-i431895980649111552.jpg,meat,Who's gonna take the cup? https://t.co/IT6Wayr2S3
501,DennysDiner-i432265209911070720.jpg,noodles/pasta,When we watch #TeamUSA at the #OpeningCeremony  even the fireworks start to look like OREO cookies! #CantMissMoments https://t.co/SI5RFKH3YM
502,DennysDiner-i432579651127361536.jpg,vegetable,Derby day came and went  but we can still celebrate a special week https://t.co/LsCHIGVb5W
503,DennysDiner-i432685964943556608.jpg,dessert,one taught me love one taught me patience one taught me pain https://t.co/ajNUpeL0bV
504,DennysDiner-i433327526207709185.jpg,seafood,When your noodle lift game has been upgraded with Zoodles! https://t.co/KN1DOD9ttO
505,DennysDiner-i434037882529910784.jpg,fried-food,A match made in heaven. Try the latest $2 Duo featuring the #BeefyCrunchBurrito and a #BajaBlast. https://t.co/4nAa7C910x
506,DennysDiner-i434061727777292288.jpg,meat,I've only got fries for you.   #NachoFries https://t.co/xjGjQAyh2D
507,DennysDiner-i434409188815425536.jpg,dessert,You ll crave too! You ll crave too! You ll crave too! #WhiteCastleMovieHomage #HalloweenEdition (1/8) https://t.co/MJwkej5vUQ
508,DennysDiner-i435203777096712192.jpg,bread,Happy Birthday  @Oprah! We made a magazine just for you! http://t.co/rDuCWHG2zL
509,DennysDiner-i435538980352688128.jpg,rice,Happy Presidents Day! Being a rock is hungry business. http://t.co/zHnPQmXxHi
510,DennysDiner-i435866879928713216.jpg,seafood,Serious Cravers or the next big boy band?  ( : Insta #BoldCraver crew  __heavyp  tylerfitz33 &amp; aphrolou) https://t.co/lV6hNuVv78
511,DennysDiner-i435898348155838464.jpg,noodles/pasta,Feast on summer with delicious new ways to have lobster and shrimp together. All at Lobster &amp; Shrimp Summerfest. https://t.co/cfK1yA147i
512,DennysDiner-i436196759606280192.jpg,noodles/pasta,Happy Belated Birthday  @DILLONFRANCIS. Hope your birthday was as amazing as this screenshot. https://t.co/dDGGgPj5LN
513,DennysDiner-i436246296572096512.jpg,bread,Victory is beautiful... https://t.co/FPGFuQhXWJ
514,DennysDiner-i438032595599650817.jpg,bread,Attention all musicians: Last chance to apply for @FeedTheBeat. Head to https://t.co/I6Cbnxcj5u now. https://t.co/pxdphhVIDd
515,DennysDiner-i438843574990278656.jpg,bread,assembled pieforce http://t.co/5RbR5SHPn7
516,DennysDiner-i439151876911923200.jpg,bread,when you re ordering for your fish boyfriend https://t.co/VEoA5bAGMe
517,DennysDiner-i439229123152449536.jpg,fried-food,You're not seeing double. Wake up with two #NakedEggTacos for just $3.49. https://t.co/5zPXuWOGkm
518,DennysDiner-i439905619298885632.jpg,soup,LITTLE KNOWN FACT: We invented the prom pose. #TBT https://t.co/qMub7XCZPr
519,DennysDiner-i440291434654998528.jpg,dairy-product,#tbt to the OG bell http://t.co/rBwd8cItdm
520,DennysDiner-i440339942460256256.jpg,soup,"Red Lobster at  ! Get 15% off your Online To-Go orders all day by using code ""TUESDAY"" on #TakeoutTuesday! https://t.co/nLevTOTVDl"
521,DennysDiner-i440342758557876224.jpg,dairy-product,Happy 58th birthday  @BryanCranston! You're always welcome to baconize your special day here. http://t.co/do4gLDfrCc
522,DennysDiner-i440346411402407937.jpg,egg,reminder: dennys makes the best comfort food ;) https://t.co/yduhSmCZYM
523,DennysDiner-i440592689235361792.jpg,seafood,7/31. New waffle lineup. Get excited.   https://t.co/8gS0IqbmN2
524,DennysDiner-i440950234823155713.jpg,bread,This enviable Fan Food Pic via tumblr user girlinterupt3d. http://t.co/YiiWOq9taJ
525,DennysDiner-i440954159492104192.jpg,rice,when you check the trend feed and it's obvious someone's just putting whatever in there https://t.co/i72gxjLeLW
526,DennysDiner-i440959161891692544.jpg,noodles/pasta,E N D L E S S S H R I M P     https://t.co/ruEjglX9WD
527,DennysDiner-i441337956423327744.jpg,noodles/pasta,the only presentation to care about is right here on THE CHEASEL https://t.co/faR7xFvm7H
528,DennysDiner-i441700851690651649.jpg,seafood,Prepping for our next surprising sandwich... https://t.co/8xTLNrHBjm
529,DennysDiner-i441978594265280512.jpg,fried-food,Hey @ScandalABC  breakfast is handled. #ScandalThursday http://t.co/rwZezNihm2
530,DennysDiner-i442041418727444480.jpg,dessert,THIS CAT KNOWS EXACTLY WHAT HE'S DOING #supertroll http://t.co/Sjc62iXjKZ
531,DennysDiner-i442410516514754560.jpg,seafood,The revolution needs help. Send fries. #LiftTogether https://t.co/eg6WPF4YWJ
532,DennysDiner-i443477840151851008.jpg,seafood,peter pancake is the hero for us http://t.co/gC7r1KX21e
533,DennysDiner-i443820292318560256.jpg,noodles/pasta,Summer just got cooler. Say hello to our new #WatermelonFreeze.   https://t.co/UrLtUlX6lp
534,DennysDiner-i444230288160210944.jpg,dessert,This nice shot of a milkshake courtesy of tumblr user thenerdyrebel. http://t.co/N058B3Iqi1
535,DennysDiner-i444583921619988480.jpg,soup,Hey Mr DJ  put #mybreak on! https://t.co/8BL2zANd4b
536,DennysDiner-i445358426428690432.jpg,dairy-product,Bad at poetry? So are we. Maybe our cheat sheet can help. https://t.co/g6vWTVheQx
537,DennysDiner-i446039921258545152.jpg,dairy-product,How do make a bacon cheeseburger better? You make it S Awesome. Get the new S Awesome Bacon Classic today! https://t.co/GRMr9ppTWp
538,DennysDiner-i448934355788775424.jpg,soup,When your kids are trying to tell you something... https://t.co/2PXI0KAd7T
539,DennysDiner-i448934758739746817.jpg,dessert,Get the Triple Melt Burrito $2 Duo. Any medium drink and a #TripleMeltBurrito for just $2. Need we say more? https://t.co/jXb60SDVrR
540,DennysDiner-i448935052659785729.jpg,rice,Here are some minimalist food posters for you. If you look at them hard enough they might appear? OK probably not. http://t.co/3DVhl1mCiz
541,DennysDiner-i449192209955315712.jpg,dessert,True love means snack game on point. Happy V-Day. http://t.co/39kb5lsUY2
542,DennysDiner-i449279396533133312.jpg,fried-food,What if #Survivor was about diner staff providing 5-star service on an island? More like #Servivor! BA-DUM-TISH! http://t.co/65hFiH7m4I
543,DennysDiner-i449640947689590784.jpg,vegetable,WE. CANT. WAIT. http://t.co/aFey7voOLr
544,DennysDiner-i450430304985939968.jpg,fruit,Everyone friend! Everyone friend! https://t.co/ZgVlLMwG5d
545,DennysDiner-i450754682743304192.jpg,egg,When it comes to building a burger there's a template but you don't have to play by the rules if you don't want to. http://t.co/apuVU2jO2y
546,DennysDiner-i451469282585477120.jpg,vegetable,WE. CANT. WAIT. http://t.co/aFey7voOLr
547,DennysDiner-i451816999807500288.jpg,soup,Three definitely isn t a crowd with this dish! #ShrimpTrios https://t.co/C5Ok6zEJQY
548,DennysDiner-i452196991565438976.jpg,fruit,Your life has taken a turn  has it not https://t.co/QxApFKk7rK
549,DennysDiner-i452538798383964160.jpg,rice,It's magically delicious. The Lucky Charms Shake. https://t.co/tfQuGmSlOe
550,DennysDiner-i452914723101478912.jpg,egg,nothing says  welcome home for the holidays  like a good  ol spaghetti wreath on the front door http://t.co/U0BEOur5UV
551,DennysDiner-i452973358619951104.jpg,fruit,@JalenandJacoby Far be it from us to deny the people what they want. #MakeMySandwich https://t.co/n663vx6CzM
552,DennysDiner-i453371543523835906.jpg,fried-food,When I think of castles  it's not what I picture https://t.co/v2SOqOOkEY
553,DennysDiner-i453994484955488256.jpg,fruit,How to eat 3 pizzas and still feel good about that New Year's resolution https://t.co/bauYPgYlpc
554,DennysDiner-i454004731535314944.jpg,vegetable,Welcome to the BK Scholars fam  Ethan Maenza! https://t.co/KsrlXkounx
555,DennysDiner-i454016869377126400.jpg,fruit,I'll take a side of #Crabfest   with my biscuits. https://t.co/kKmjC6YCrX
556,DennysDiner-i454737103172423680.jpg,fruit,Imagine what we could do with 280 characters https://t.co/oxyLqMF7wn
557,DennysDiner-i455460447567609856.jpg,fruit,on Wednesdays we wear pink https://t.co/WoMbBUJQ8j
558,DennysDiner-i455736768260632576.jpg,rice,Deleting your search history like... https://t.co/mqa4bZh3nd
559,DennysDiner-i456153933195390977.jpg,seafood,You can't settle a society without precious  precious commodities. http://t.co/EdAXW4yBZQ
560,DennysDiner-i456968355560574976.jpg,meat,Happy Birthday  @Oprah! We made a magazine just for you! http://t.co/rDuCWHG2zL
561,DennysDiner-i458000953577181185.jpg,vegetable,just making sure http://t.co/PSrb7Qcrw6
562,DennysDiner-i458258491602665472.jpg,vegetable,You can wear them out  but it's better to age them out. #DCI2017 https://t.co/2PCKYHl4B2
563,DennysDiner-i458988158021931008.jpg,dessert,Here s to waking up on the right side of the bun. Celebrate #NationalBreakfastMonth like royalty. https://t.co/JlL475JE5e
564,DennysDiner-i460796908370288640.jpg,meat,Original or Supreme? Get #NachoFries at a Taco Bell near you. https://t.co/gEKqWIo9w2
565,DennysDiner-i461290821312999424.jpg,meat,All the flave  all the crave! https://t.co/yFnsKW6BCs
566,DennysDiner-i461520610443538432.jpg,seafood,Some things just go together...like Chick-fil-A Catering and tailgating. https://t.co/EAMcXmoRCV
567,DennysDiner-i463449509045862400.jpg,bread,some things you don't want coming back  some things you do. #CHEESYTOTSareback   https://t.co/XYmhxQONXe
568,DennysDiner-i464456176038461440.jpg,dessert,#CYBERMONDAY https://t.co/GNqOJ9Oscc
569,DennysDiner-i467375065181720576.jpg,egg,    ( : Insta #BoldCraver  Jaclyn Norton) https://t.co/PZzyr11oIR
570,DennysDiner-i468154684466012160.jpg,soup,If you like our sauce packets  you'll love our new Taco Bell Tortilla Chips. Get them first at @7eleven. https://t.co/fctDRuxWDs
571,DennysDiner-i468574353416671232.jpg,fried-food,What if #Survivor was about diner staff providing 5-star service on an island? More like #Servivor! BA-DUM-TISH! http://t.co/65hFiH7m4I
572,DennysDiner-i469214922258128898.jpg,meat,Who's gonna take the cup? https://t.co/IT6Wayr2S3
573,DennysDiner-i469268411185659905.jpg,seafood,you know who the #grammys totally slept on this year? this potato. not even one nomination smh http://t.co/FBLR1QEkVV
574,DennysDiner-i469913981365526528.jpg,seafood,https://t.co/B4T3fAc9dK
575,DennysDiner-i469931755902750722.jpg,noodles/pasta,https://t.co/dLs16Tqpye
576,DennysDiner-i469951081460408322.jpg,fruit,so blink 182 has a new album coming out and so does their diner themed cover band http://t.co/t3jTVUVLPh
577,DennysDiner-i469980645012549632.jpg,egg,This  80s Castle doubled as a night club  apparently. #TBT https://t.co/KPgEsKhizy
578,DennysDiner-i471408446966079488.jpg,rice,Get out there and make it count! The most important meal of the day  that is. http://t.co/SXzTFGVXxv
579,DennysDiner-i472072540010340353.jpg,vegetable,Alright  let's get down to BUSINESS.    *sits down  cracks knuckles  opens Crave Case* https://t.co/TfSUX7wEcA
580,DennysDiner-i479312864134823937.jpg,fruit,Our jalape o cheese has more punch than a @FloydMayweather fight. #MayweatherMcGregor https://t.co/pAvJ1bQoQo
581,DennysDiner-i484059141661794304.jpg,seafood,The Liger Shake: It's pretty much our favorite shake. It's like chocolate and orange mixed. https://t.co/Q3GhitjA1W
582,DennysDiner-i484131849149480960.jpg,noodles/pasta,Congrats J. Law  we like your style. #GoldenGlobes http://t.co/Hb7M6DpclS
583,DennysDiner-i485111198308761601.jpg,seafood,BWAAAH! https://t.co/xnmC9412xY
584,DennysDiner-i486975016828149762.jpg,rice,Wouldn't you want to make the world a more beautiful place? http://t.co/FLCDm2H9hD
585,DennysDiner-i489418044725530626.jpg,fried-food,Dunk smoother. #AndroidOreo is the most efficient OS yet! Watch the full intro film here: https://t.co/PTZhLwjW31 https://t.co/aojvBSIXA0
586,DennysDiner-i489460448929251328.jpg,meat,Seat belts  everyone! #firstdayofschool https://t.co/wf5giPH1Q2
